,0
3463,Cumberland County Code Blue Coalition - Warming Centers Bridegeton 
3464,Northfield Women's Shelter - Atlantic County Women's Center  Northfield New Jersey
3465,Atlantic City Rescue Mission Atlantic City New Jersey
3466,Covenant House Atlantic City New Jersey Atlantic City New Jersey
3467,The Women's Center Linwood Linwood New Jersey
3468,Family Promise of Southern Ocean County West Creek 
3469,"The Good
Sam House Men's Shelter Waretown New Jersey"
3470,Ocean's Harbor House Youth Shelter Toms River New Jersey
3471,Grace Initiatives/Grace's Place - Maternity Housing Lanoka Harbor New Jersey
3472,Vetwork - A Program of Vetgroup Inc. Forked River New Jersey
3473,Cumberland Family Shelter Vineland New Jersey
3474,Casa Nueva Vida Lawrence 
3475,DAYBREAK SHELTER Lawrence Massachusetts
3476,LAZARUS HOUSE Lawrence 
3477,Wellspring House - Emergency Shelter for Families Gloucester Massachusetts
3478,"Action, Inc. Emergency Homeless Shelter Gloucester Massachusetts"
3479,INN BETWEEN Peabody Massachusetts
3480,Lifebridge Salem Massachusetts
3481,Healing Abuse Working for Change - Domestic Abuse Assistance Salem Massachusetts
3482,Under the Oak Day Shelter Lowell Massachusetts
3483,GREATER LOWELL EMERGENCY FAMILY SHELTER Lowell Massachusetts
3484,Lowell Transitional Living Center Lowell Massachusetts
3485,House of Hope Lowell Massachusetts
3486,Mass. Coalition for the Homeless Lynn Massachusetts
3487,Lynn Shelter Association -  Adult Emergency Shelter Lynn Massachusetts
3488,Bridgehouse Lynn Massachusetts
3489,AMHERST EMERGENCY SHELTER Amherst Massachusetts
3490,Craig's Place Emergency Shelter Amherst Massachusetts
3491,Interfaith Cot Shelter Northampton Massachusetts
3492,Grove St Inn Northampton Massachusetts
3493,MAIN STREET SHELTER Holyoke Massachusetts
3494,Family Place Shelter Holyoke Holyoke Massachusetts
3495,Loreto House (treatment facility) Holyoke Massachusetts
3496,Greenfield Family Inn Shelter Greenfield Massachusetts
3497,EMERGENCY SHELTER OF GREATER SPRINGFIELD - PROSPECT HOUSE Springfield Massachusetts
3498,PROSPECT STREET SHELTER Springfield Massachusetts
3499,OPEN PANTRY TEEN LIVING PROGRAM Springfield Massachusetts
3500,JEFFERSON STREET SHELTER Springfield Massachusetts
3501,Friends of the Homeless Shelter Springfield Massachusetts
3502,Springfield Rescue Mission Emergency Shelter Springfield Massachusetts
3503,WESTERN MASS. MASS. DEPT. OF SOCIAL SERVICES Region I Western Mass. Springfield Massachusetts
3504,WayFinders Residential Resource Center Springfield Massachusetts
3505,Springfield Rescue Mission Springfield Massachusetts
3506,Samaritan Inn Westfield Massachusetts
3507,COMMUNITY TEAMWORK PAWTUCKET HOUSE Lowell Massachusetts
3508,MERRIMACK HOUSE Lowell Massachusetts
3509,MEDFORD FAMILY LIFE EDUCATION CENTER Medford Massachusetts
3510,Housing Families Inc. Malden Massachusetts
3511,Nashua Soup Kitchen & Shelter Nashua New Hampshire
3512,Somerville Homeless Coalition Adult Shelter Somerville Massachusetts
3513,Southern New Hampshire Rescue Mission Nashua New Hampshire
3514,Cross Street Family Shelter Somerville Massachusetts
3515,St. Patrick's Shelter Somerville Massachusetts
3516,First Church Shelter Cambridge Massachusetts
3517,Y2Y Harvard Square - Seasonal Shelter Cambridge Massachusetts
3518,Bristol Lodge Women's Shelter Waltham Massachusetts
3519,Harvard Square Homeless Shelter Cambridge Massachusetts
3520,CAMBRIDGE YWCA EMERGENCY FAMILY SHELTER Cambridge Massachusetts
3521,CAMBRIDGE YWCA Cambridge Massachusetts
3522,Multi Service Center for the Homeless Cambridge Massachusetts
3523,Bristol Lodge Men's Shelter Waltham Massachusetts
3524,Hildebrand Family Self-Help Center - Congregate Family Shelter Cambridge Massachusetts
3525,Heading Home Shelter Cambridge Massachusetts
3526,Cambridge Shelter (Salvation Army) Cambridge Massachusetts
3527,Salvation Army Emergency Shelter Cambridge Massachusetts
3528,Crossroads Family Shelter & Food Pantry East Boston Massachusetts
3529,Chardon Street Shelter for Women and Children Boston Massachusetts
3530,TEMPORARY HOME FOR WOMEN AND CHILDREN Boston Massachusetts
3531,CASPAR Emergency Care Center Cambridge Massachusetts
3532,Crittenton Women's Union Boston Massachusetts
3533,New England Center for Homeless Veterans Boston Massachusetts
3534,CRITTENTON HASTINGS HOUSE Brighton Massachusetts
3535,CITY OF BOSTON EMERGENCY SHELTER COMMISSION Boston 
3536,Kingston House - Boston Rescue Mission Boston Massachusetts
3537,SAINT FRANCIS HOUSE DAY CENTER Essex Station Boston Massachusetts
3538,FamilyAid Emergency Shelter Boston Massachusetts
3539,24 HOUR CHILD/AT RISK HOTLINE - C/O Dept. of Social Services Boston Massachusetts
3540,MASS. DEPT. OF SOCIAL SERVICES - Metropolitan Boston Boston Massachusetts
3541,MASS BAY CHAPTER AMERICAN RED CROSS Boston Massachusetts
3542,Betty's Place - Boston YWCA Boston Massachusetts
3543,CARDINAL MEDEIROS CENTER Boston Massachusetts
3544,FAMILIES IN TRANSITION Boston Massachusetts
3545,Pine Street Inn Boston - Men's Shelter Boston Massachusetts
3546,METROPOLITAN BOSTON HOUSING PARTNERSHIP Boston Massachusetts
3547,The Women's Inn at Pine Street Boston Massachusetts
3548,WOMEN UNIT SHELTER Boston Massachusetts
3549,HARBORLIGHT SALVATION ARMY SHELTER Boston Massachusetts
3550,Casa Myrna Vazquez Domestic Violence Support Boston Massachusetts
3551,Rosie's Place For Women Roxbury Massachusetts
3552,Woods Mullen Shelter and Services Boston Massachusetts
3553,Shelter at 112 Southampton Street Boston Massachusetts
3554,Shelter at 112 Southampton Street - Boston Public Health Commission Boston Massachusetts
3555,Urban Ministries Renewal House Domestice Violence Shelter Roxbury Massachusetts
3556,Nazareth Residence For Mothers & Children Roxbury Massachusetts
3557,Sojourner House Family Shelter Roxbury Massachusetts
3558,Mary Eliza Mahoney House Family Shelter Roxbury Massachusetts
3559,Battered Women's Emergency Shelter Elizabeth Stone House Boston Massachusetts
3560,Family Shelter Project Hope Dorchester Massachusetts
3561,HOLY FAMILY SHELTER Dorchester Massachusetts
3562,PILGRIM CHURCH SHELTER Dorchester Massachusetts
3563,Saint Mary's Women and Infants Center Margaret's House Dorchester Massachusetts
3564,Queen of Peace Family Shelter Boston Massachusetts
3565,FAMILY HOUSE SHELTER Dorchester Massachusetts
3566,Finex House Shelter For Battered Women Jamaica Plain Massachusetts
3567,BOSTON CITY SHELTER Long Island 
3568,Shattuck Shelter Jamaica Plain Massachusetts
3569,CATHOLIC CHARITIES St. Ambrose Family Inn Dorchester Massachusett
3570,KIT CLARK SENIOR SERVICES Dorchester Massachusetts
3571,ReVision Family Home Dorchester Massachusetts
3572,Brookview House Transitional Housing Program Dorchester Massachusetts
3573,ANCHOR INN (Pine St) North Quincy Massachusetts
3574,HORIZON HOUSE Mattapan Massachusetts
3575,New Horizons for New Hampshire - Angie's Shelter for Women Manchester New Hampshire
3576,New Horizons Shelter Manchester New Hampshire
3577,Families in Transition New Horizons Manchester New Hampshire
3578,SOUTH MIDDLESEX OPPORTUNITY COUNCIL Framingham Massachusetts
3579,PATHWAYS SHELTER Framingham Massachusetts
3580,TURNING POINT Framingham Massachusetts
3581,Shelter Hope and Dignity of Women Searching - SHADOWS Shelter Ashland Massachusetts
3582,Father Bill's Place Quincy Massachusetts
3583,Friends of the Unborn Quincy Massachusetts
3584,MARLBORO SHELTER Marlboro Massachusetts
3585,MARY MARTHA Hingham Massachusetts
3586,MARY MARTHA CENTER Hingham Massachusetts
3587,Mainspring House Shelter Brockton Massachusetts
3588,DAVID JON LOUISON FOUNDATION Brockton Massachusetts
3589,Pathway to a Better Life Milford Massachusetts
3590,Bethesda House North Pembroke Massachusetts
3591,Youville House - Catholic Charities Worcester County Worcester Massachusetts
3592,Friendly House Shelter Worcester Massachusetts
3593,Laura's Shelter House Worcester Massachusetts
3594,DayBreak YWCA Worcester Massachusetts
3595,"Visitation House, Inc.  Worcester "
3596,Ywca Transitional Housing Program Worcester Massachusetts
3597,Abby's House Worcester Massachusetts
3598,Queen Street Shelter Worcester - SMOC  Worcester Massachusetts
3599,Woonsocket Homeless Shelter Woonsocket Rhode Island
3600,Jeremiah's Inn Worcester Massachusetts
3601,IHN Worcester Shelter Worcester Massachusetts
3602,FOCUS Family Resource Center Attleboro Massachusetts
3603,FAMILY RESOURCE CENTER Attleboro Massachusetts
3604,Attleboro Area Council of Churches Attleboro Massachusetts
3605,North Star Family Services - Shelter Leominster Massachusetts
3606,BLACKSTONE SHELTER Pawtucket Rhode Island
3607,Our Father's House Fitchburg Massachusetts
3608,Samaritan House Taunton Massachusetts
3609,Providence Community Action Interim House - Shelter for Families Providence Rhode Island
3610,Sojourner House Providence Rhode Island
3611,WOMEN'S CENTER OF RI Providence Rhode Island
3612,PEOPLE TO END HOMELESSNESS Providence Rhode Island
3613,Crossroads Rhode Island Providence Rhode Island
3614,Shelter Services Tanner House Providence Rhode Island
3615,URBAN LEAGUE Providence Rhode Island
3616,Aids Care Ocean State - Housing Assistance Providence Rhode Island
3617,AIDS CARE OCEAN STATE Providence Rhode Island
3618,YWCA Rhode Island Community Center Providence Rhode Island
3619,MAP ALCOHOL/DRUG REHAB SERVICES Providence Rhode Island
3620,Providence Rescue Mission Providence Rhode Island
3621,PROVIDENCE CENTER Providence Rhode Island
3622,Mcauley Village - Mcauley Ministries Providence Rhode Island
3623,Amos House Shelter and Services Providence Rhode Island
3624,East Bay Coalition For the Homeless East Providence Rhode Island
3625,Harrington Hall Cranston Rhode Island
3626,SSTARBIRTH Cranston Rhode Island
3627,Elizabeth Buffum Chace Center Warwick Rhode Island
3628,RI VETERAN'S HOME Bristol Rhode Island
3629,House of Hope CDC Warwick Rhode Island
3630,Harold Lewis House West Warwick Rhode Island
3631,Conway House Shelter Middleboro Massachusetts
3632,CROSSROADS North Kingston Rhode Island
3633,House of Hope New Bedford  New Bedford Massachusetts
3634,Harbour House Family Center New Bedford  Massachusetts
3635,Sister Rose's House New Bedford Massachusetts
3636,St. Luke's Guesthouse Southbridge Massachusetts
3637,ACCESS Emergency Shelter Danielson Connecticut
3638,CAROLINA HILL SHELTER Marshfield Massachusetts
3639,CAROLINA HILL SHELTER Marshfield Massachusetts
3640,SOUTH SHORE COMM. ACTION COUNCIL Plymouth Massachusetts
3641,Catholic Social Service Joseph House Shelter Hyannis Massachusetts
3642,DAYSTAR PROGRAM Hyannis Massachusetts
3643,SAFE HARBOR Hyannis Massachusetts
3644,Harwich Ecumenical Council for the Homeless West Harwich Maine
3645,Angel House Family Shelter Hyannis  
3646,TENANCY AND INDEPENDENCE PROGRAM Hyannis Massachusetts
3647,Village at Cataumet Family Shelter Cataumet Massachusetts
3648,Carriage House Shelter North Falmouth Massachusetts
3649,The Cornerstone Foundation Overnight Shelter Vernon Connecticut
3650,The Cornerstone Shelter Rockville Connecticut
3651,State Of CT Social Services Emergency Housing For Cash Recipients Manchester Connecticut
3652,East Hartford Community Shelter East Hartford Connecticut
3653,House of Bread Hartford Connecticut
3654,Morningside Shelter Brattleboro Vermont
3655,Hundred Nights Inc Keene New Hampshire
3656,Lucy's Hearth Middletown Rhode Island
3657,McKinney Cooperative Shelter Newport Rhode Island
3658,WOMEN'S RESOURCE CENTER OF NEWPORT/ BRISTOL COUNTIES Newport Rhode Island
3659,CHILD & FAMILY SERVICES	OF NEWPORT COUNTY WINSLOW COURT Newport Rhode Island
3660,GALILEE MISSION	TO FISHERMEN Narragansett Rhode Island
3661,Welcome House of South County Emergency Shelter Peace Dale Rhode Island
3662,Welcome House of South County Emergency Shelter Peace Dale Rhode Island
3663,WOMEN'S RESOURCE CENTER OF SOUTH COUNTY Wakefield Rhode Island
3664,Keene Family Shelter Keene New Hampshire
3665,Bartons Crossing Emergency (BCAC) Pittsfield Massachusetts
3666,WINCHESTER EMERGENCY SHELTER Winchester Connecticut
3667,Turner House Living Center for Veterans Williamstown Massachusetts
3668,Holy Family Home and Shelter Inc Willimantic Connecticut
3669,Windham Region No Freeze Project Willimantic Connecticut
3670,"YWCA - HARTFORD REGION, SOROMUNDI COMMONS Hartford Connecticut"
3671,Immaculate Conception Shelter & Housing Corporation Hartford Connecticut
3672,Salvation Army Adolescent Shelter Hartford Connecticut
3673,The Salvation Army Marshall House Shelter Hartford Connecticut
3674,The Open Hearth Associaton Hartford Connecticut
3675,Stewart B. McKinney Men's Emergency Shelter Hartford Connecticut
3676,Stewart B. McKinney Emergency Shelter Harford Connecticut
3677,South Park Inn Hartford Connecticut
3678,Mercy Housing and Shelter Corporation Hartford Connecticut
3679,FISH OF TORRINGTON Torrington Connecticut
3680,FRIENDSHIP SERVICE CENTER OF NEW BRITAIN New Britain Connecticut
3681,SALVATION ARMY Homeless Shelter New Britain Connecticut
3682,St. Vincent de Paul Mission Shelter Bristol Connecticut
3683,State of CT Social Services Department New Britain New Britain Connecticut
3684,Shelter NOW Meriden Connecticut
3685,St. Vincent de Paul Middletown Middletown 
3686,American Red Cross Family Shelter Middletown Connecticut
3687,Red Cross Middlesex County Emergency Family Shelter Middletown Connecticut
3688,State of CT Social Services Office Middletown Middletown Connecticut
3689,"Home of Hope, Inc. Waterbury "
3690,"SALVATION ARMY - SOUTHERN NEW ENGLAND DIVISION, EMERGENCY SHELTER FOR FAMILIES Waterbury Connecticut"
3691,Safe Haven of Greater Waterbury Waterbury Connecticut
3692,St. Vincent De Paul Mission of Waterbury - Shelter Waterbury Connecticut
3693,Eddy Shelter The Connection Inc Middletown 
3694,Wallingford Emergency Shelter Wallingford Connecticut
3695,City of Norwich No Freeze Shelter Norwich Connecticut
3696,TVCCA Shelter Norwich Connecticut
3697,State of CT Social Services Norwich CT Norwich Connecticut
3698,Bridge House Shelter Plymouth New Hampshire
3699,Open Arms Outreach Laconia New Hampshire
3700,Salvation Army Shelter Laconia New Hampshire
3701,The Carey House Laconia New Hampshire
3702,Belknap House Laconia New Hampshire
3703,Lynsey House Lancaster New Hampshire
3704,Tyler Blain House  Lancaster New Hampshire
3705,The Bancroft House Franconia New Hampshire
3706,Sullivan County Housing Coalition Claremont New Hampshire
3707,Upper Valley Haven White River Junction Vermont
3708,Springfield Family Center Springfield Vermont
3709,North Springfield Warming Shelter North Springfield Vermont
3710,Our Place Drop-In Center Bellows Falls Vermont
3711,Our Place Drop-In Center Bellows Falls Vermont
3712,Concord Cold Weather Shelter Concord New Hampshire
3713,Friends Emergency Housing Concord  New Hampshire
3714,McKenna House Concord New Hampshire
3715,Good Samaritan Haven Barre Vermont
3716,The Dodge House - For Veterans Rutland Vermont
3717,Rutland Open Door Mission Rutland Vermont
3718,Crossover House Homeless Project Anchorage Alaska
3719,Covenant House Anchorage Alaska
3720,Downtown Soup Kitchen Hope Center Anchorage Alaska
3721,American Red Cross of Alaska Anchorage Alaska
3722,Abused Womens Aid in Crisis AWAIC Anchorage Alaska
3723,South Central Counseling Center Crossover House Anchorage Alaska
3724,McKinnell House - Salvation Army Anchorage Alaska
3725,Salvation Army McKinnel Shelter Anchorage Alaska
3726,Brother Francis Shelter Anchorage Alaska
3727,Beans Cafe Anchorage Alaska
3728,Anchorage Neighborhood Housing Services Anchorage Alaska
3729,Clare House Anchorage Alaska
